,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,GC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2012-10-30,454742,207532,37310,144346,367110,088691,GOLD - COMMODITY EXCHANGE INC. ,1710.9000244140625,0.48986898065276574,-222764,2.172053106819119,170222,-2.593257224089365,0.02556036100857161,0.07067823330964458,0.0015219665817611805,0.0018703320627813103,0.43075695784027085
2012-11-06,447154,196504,36331,144788,352530,088691,GOLD - COMMODITY EXCHANGE INC. ,1714.0999755859375,0.46458714447371596,-207742,3.3034116048220747,160173,-2.2098244718983513,0.030206025118736903,0.05156870745377628,0.0018703320627813103,0.005892290840553205,0.43154646977554173
2012-11-13,459761,207847,36253,144488,369283,088691,GOLD - COMMODITY EXCHANGE INC. ,1724.199951171875,0.4889388182120711,-224795,-3.813674930784473,171594,2.5541536025619807,0.03319183060157152,0.04678820155673904,0.005892290840553205,-0.0005799791371762231,0.43260419783076876
2012-11-20,474129,217433,36618,145098,381162,088691,GOLD - COMMODITY EXCHANGE INC. ,1723.199951171875,0.4978898147972387,-236064,-2.4510560921870277,180815,2.0056072611639526,0.023731615551248433,0.039169300652231245,-0.0005799791371762231,0.011025998455419517,0.4340834148522894
2012-11-27,479373,228431,28024,141117,399829,088691,GOLD - COMMODITY EXCHANGE INC. ,1742.199951171875,0.5396883011767455,-258712,-4.776759067679893,200407,4.132208744877449,0.04186739526681037,0.07639546899066113,0.011025998455419517,-0.027436533175001165,0.4356665957609589
2012-12-04,434416,202177,36441,135887,353483,088691,GOLD - COMMODITY EXCHANGE INC. ,1694.4000244140625,0.5008931531066996,-217596,8.577037088029572,165736,-7.232572547890682,0.105392647689887,0.14529918111793746,-0.027436533175001165,0.008144432577298133,0.4361374469053858
2012-12-11,433586,201955,38256,135772,350652,088691,GOLD - COMMODITY EXCHANGE INC. ,1708.199951171875,0.49558795717573906,-214880,0.6252071746896983,163699,-0.46890538101727375,0.00605644458332648,0.008480044627431717,0.008144432577298133,-0.022655398828062112,0.4372950490119764
2012-12-18,435742,202641,44860,137780,339914,088691,GOLD - COMMODITY EXCHANGE INC. ,1669.5,0.4638845922587219,-202134,2.9396705613188616,157781,-1.3648964680593931,0.026682353138201442,0.02945442644676183,-0.022655398828062112,-0.0047918538484575945,0.43874303394492603
2013-01-08,441304,193869,51061,152103,330575,088691,GOLD - COMMODITY EXCHANGE INC. ,1661.5,0.40441962909921503,-178472,5.430277549559142,142808,-3.436207664168246,0.04902232958618375,0.0611317519291226,-0.0047918538484575945,0.013180875362059918,0.4389953886010343
2013-01-15,447773,192955,47839,156010,341123,088691,GOLD - COMMODITY EXCHANGE INC. ,1683.4000244140625,0.4134081331388896,-185113,-1.5048583289523776,145116,0.5229954861048166,0.029076725946577675,0.017176507720292035,0.013180875362059918,0.005583951691657152,0.43959248757534924
2013-01-22,461369,195795,43898,153048,348998,088691,GOLD - COMMODITY EXCHANGE INC. ,1692.800048828125,0.4247142742576983,-195950,-2.420199520739303,151897,1.514383404090912,0.02158567143249822,0.028290354745445216,0.005583951691657152,-0.018962722548638844,0.4400951502686702
2013-01-29,430718,181103,54155,159776,326873,088691,GOLD - COMMODITY EXCHANGE INC. ,1660.699951171875,0.38794988832600447,-167097,6.253779512711084,126948,-5.407602157925652,0.05928913857831825,0.10604952860264051,-0.018962722548638844,0.007045266204729783,0.4398704905258019
2013-02-05,423982,192806,55341,145291,319898,088691,GOLD - COMMODITY EXCHANGE INC. ,1672.4000244140625,0.41182644546230734,-174607,-1.7436002210262862,137465,2.441736820843336,0.04613178729505642,0.051940986592624534,0.007045266204729783,-0.014171294484697783,0.4396946376739646
2013-02-12,435088,193941,67106,154573,315226,088691,GOLD - COMMODITY EXCHANGE INC. ,1648.699951171875,0.36924254403706835,-160653,3.2911774556467024,126835,-2.5071819086659337,0.02970206407421046,0.04941638861967385,-0.014171294484697783,-0.027354871669572733,0.4373024084943772
2013-02-19,447290,195870,92219,158900,290982,088691,GOLD - COMMODITY EXCHANGE INC. ,1603.5999755859375,0.2952938809273626,-132082,6.56671753760159,103651,-5.328577207369543,0.06350776425818326,0.0938668258767256,-0.027354871669572733,0.0072337090063243625,0.4332316188664558
2013-02-26,433858,201956,85357,151145,288765,088691,GOLD - COMMODITY EXCHANGE INC. ,1615.199951171875,0.3172005587081487,-137620,-1.2381229180173936,116599,2.894766259026582,0.022668273055852332,0.04506583412515271,0.0072337090063243625,-0.025136191687277543,0.429991617636103
2013-03-05,434586,195248,87661,150453,284251,088691,GOLD - COMMODITY EXCHANGE INC. ,1574.5999755859375,0.3078746209035726,-133798,0.8809333929534547,107587,-2.077177325299983,0.011975965254518018,0.03185476602016903,-0.025136191687277543,0.010732900213448637,0.42625630446573876
2013-03-12,445651,201617,87110,149550,291671,088691,GOLD - COMMODITY EXCHANGE INC. ,1591.5,0.3189064985829719,-142121,-1.915156033558375,114507,1.59232004712531,0.01886356270440437,0.023967277047176053,0.010732900213448637,0.01244112398876851,0.4225397374275408
2013-03-19,440712,208895,73285,136677,299041,088691,GOLD - COMMODITY EXCHANGE INC. ,1611.300048828125,0.36841293180126705,-162364,-4.54234367251504,135610,4.735319790598473,0.04645894821880207,0.07478559784534694,0.01244112398876851,-0.009619561552966505,0.4209383916137526
2013-03-26,419727,200389,67943,139588,298061,088691,GOLD - COMMODITY EXCHANGE INC. ,1595.800048828125,0.37756208201997965,-158473,0.8828895060719926,132446,-0.7179291691626277,0.008890686371955609,0.05160770985197442,-0.009619561552966505,-0.012971595819531778,0.4198651530755464
2013-04-02,417176,202634,82428,137205,279727,088691,GOLD - COMMODITY EXCHANGE INC. ,1575.0999755859375,0.34163518514967306,-142522,3.8003273556383075,120206,-2.9161812320865703,0.04968915794422112,0.05868898695722334,-0.012971595819531778,0.007047156217374839,0.41902282739324287
2013-04-09,416513,203812,84453,135855,279657,088691,GOLD - COMMODITY EXCHANGE INC. ,1586.199951171875,0.3452521289851697,-143802,-0.3068249371967707,119359,-0.20303181391067557,0.0034174704942336203,0.011111303835012923,0.007047156217374839,-0.12570918451764834,0.41713336802263584
2013-04-16,413083,204677,75795,144522,286451,088691,GOLD - COMMODITY EXCHANGE INC. ,1386.800048828125,0.34358470331628266,-141929,0.4496858441393186,128882,2.2863632107521252,0.03587463715824425,0.03395347842208848,-0.12570918451764834,0.01571958897480119,0.4153712329544951
2013-04-23,415074,197188,92933,156131,260519,088691,GOLD - COMMODITY EXCHANGE INC. ,1408.5999755859375,0.2514925049509244,-104388,9.088004105712413,104255,-5.961755869885713,0.09010200408016321,0.08488527200719699,0.01571958897480119,0.04515119742173912,0.41206531685579983
2013-04-30,421087,193310,96258,170211,265774,088691,GOLD - COMMODITY EXCHANGE INC. ,1472.199951171875,0.22694360072859052,-95563,2.1261269074911944,97052,-1.735353214125674,0.04434785600422033,0.02487498618631893,0.04515119742173912,-0.0157586957895276,0.40793239113142676
2013-05-07,437931,189343,99920,186671,274390,088691,GOLD - COMMODITY EXCHANGE INC. ,1449.0,0.20030324411836567,-87719,1.8627979491174032,89423,-1.8117396167537825,0.05438759730274302,0.026373922693189243,-0.0157586957895276,-0.0167702200332126,0.40365037146650457
2013-05-14,443806,186921,103195,190502,274648,088691,GOLD - COMMODITY EXCHANGE INC. ,1424.699951171875,0.18960086163774262,-84146,0.815881954006453,83726,-1.3008898662118005,0.008790712673331183,0.01963697279708806,-0.0167702200332126,-0.032919143645069204,0.3989873980199627
2013-05-21,446087,189401,109142,192147,276269,088691,GOLD - COMMODITY EXCHANGE INC. ,1377.800048828125,0.1885775644661243,-84122,0.005407768259104203,80259,-0.7811971897630947,0.006972434758846837,0.02822708956498729,-0.032919143645069204,0.0009434799765888346,0.39564258735505625
2013-05-28,411001,172565,115686,171995,231216,088691,GOLD - COMMODITY EXCHANGE INC. ,1379.0999755859375,0.14408967374775244,-59221,5.582094972505363,56879,-5.241130093457106,0.16171433815049688,0.08110986605423745,0.0009434799765888346,0.013051990659598278,0.3920843842881029
2013-06-04,373061,170971,109771,147497,209149,088691,GOLD - COMMODITY EXCHANGE INC. ,1397.0999755859375,0.16525983686314036,-61652,-0.5914827457840734,61200,1.0513356415191204,0.13056364013615743,0.026746977652079132,0.013051990659598278,-0.014386927161392005,0.3892775649438084
2013-06-11,373844,174015,115010,146470,204792,088691,GOLD - COMMODITY EXCHANGE INC. ,1377.0,0.15600624859567092,-58322,0.892615416781706,59005,-0.5883756275783316,0.015327590231792794,0.028658420551855374,-0.014386927161392005,-0.007552668419798514,0.38629271253735326
2013-06-18,377106,166771,123079,155303,199418,088691,GOLD - COMMODITY EXCHANGE INC. ,1366.5999755859375,0.11698302334091741,-44115,3.8002482318828177,43692,-4.096093557740662,0.04005119516465053,0.05283077453855443,-0.007552668419798514,-0.06717395609381072,0.38146039551764876
2013-06-25,390647,164901,130749,164958,200166,088691,GOLD - COMMODITY EXCHANGE INC. ,1274.800048828125,0.09012740402460534,-35208,2.361935370956707,34152,-2.5297926842850553,0.028491690494188277,0.032267884322678846,-0.06717395609381072,-0.02447448387758422,0.3757862205492356
2013-07-02,410399,158712,137961,186385,209161,088691,GOLD - COMMODITY EXCHANGE INC. ,1243.5999755859375,0.055497211250514746,-22776,3.18241276651299,20751,-3.4304627963353105,0.07691140853402638,0.04517094578879777,-0.02447448387758422,0.0018495085825660507,0.36933145783208465
2013-07-09,431574,160214,143657,202617,221658,088691,GOLD - COMMODITY EXCHANGE INC. ,1245.9000244140625,0.044119896008564,-19041,0.9100899368663179,16557,-1.0219323146498895,0.06771315773967355,0.023687683260330866,0.0018495085825660507,0.03603822420276348,0.3634773374725737
2013-07-16,440283,156571,133109,222746,247353,088691,GOLD - COMMODITY EXCHANGE INC. ,1290.800048828125,0.05588905317716105,-24607,-1.289697711168884,23462,1.59995736536492,0.0974773398794722,0.04898853907760287,0.03603822420276348,0.03431974363343948,0.3570131974388664
2013-07-23,434750,161197,127006,210233,244929,088691,GOLD - COMMODITY EXCHANGE INC. ,1335.0999755859375,0.07980678550891317,-34696,-2.2914807067272642,34191,2.436841758596176,0.032816887174236864,0.037227232193974384,0.03431974363343948,-0.00831396583695243,0.35171351187381006
2013-07-30,397035,154519,126153,188832,214606,088691,GOLD - COMMODITY EXCHANGE INC. ,1324.0,0.06491619126777236,-25774,2.052213916043703,28366,-1.339850488786659,0.1282080517948235,0.026832031695359707,-0.00831396583695243,-0.030815746849036985,0.34588077065371875
2013-08-06,396062,153812,102177,187636,241795,088691,GOLD - COMMODITY EXCHANGE INC. ,1283.199951171875,0.1367437421413819,-54159,-7.149243769440981,51635,5.860692382283678,0.06609909391729987,0.09642211188762018,-0.030815746849036985,0.029613467461011567,0.342276527263669
2013-08-13,390547,148524,94598,184321,245195,088691,GOLD - COMMODITY EXCHANGE INC. ,1321.199951171875,0.15586856383482653,-60874,-1.695441622776232,53926,0.578444788947185,0.015633876270034177,0.0529240463635541,0.029613467461011567,0.03928249041186249,0.3378366955863112
2013-08-20,385410,151348,90952,176610,244275,088691,GOLD - COMMODITY EXCHANGE INC. ,1373.0999755859375,0.1755662800653849,-67665,-1.7388432122126145,60396,1.6566508000317504,0.02050678926547632,0.026702434997936442,0.03928249041186249,0.03459325675082803,0.33396067977135235
2013-08-27,384102,150074,71785,175698,263336,088691,GOLD - COMMODITY EXCHANGE INC. ,1420.5999755859375,0.2281633524428407,-87638,-5.182273423107859,78289,4.642588412340105,0.04549305976302519,0.09213509481247098,0.03459325675082803,-0.0060537630112167395,0.331217654418124
2013-09-03,388584,151951,73760,177861,270322,088691,GOLD - COMMODITY EXCHANGE INC. ,1412.0,0.23794340477219855,-92461,-1.255656049695133,78191,-0.025514056162165257,0.020413536434893784,0.017066071214960725,-0.0060537630112167395,-0.03392353003828785,0.32753579497527985
2013-09-10,384164,141506,72782,184972,265196,088691,GOLD - COMMODITY EXCHANGE INC. ,1364.0999755859375,0.20882747993044637,-80224,3.149126057686369,68724,-2.4362814732464537,0.027183184944287467,0.053306764727842904,-0.03392353003828785,-0.040026373845864605,0.3223716270917339
2013-09-17,384592,138956,80160,188729,254066,088691,GOLD - COMMODITY EXCHANGE INC. ,1309.5,0.16988652910096935,-65337,3.8751678970439705,58796,-2.5843129496777415,0.033620524170327126,0.045309333868818344,-0.040026373845864605,0.004963726613211206,0.3161469638108723
2013-09-24,378216,140468,73329,183688,255215,088691,GOLD - COMMODITY EXCHANGE INC. ,1316.0,0.18911680098144976,-71527,-1.609497857469734,67139,2.1693118941631653,0.014103344019065716,0.03902299845180241,0.004963726613211206,-0.022796352583586588,0.30988342277274233
2013-10-01,374151,141541,68494,179659,257787,088691,GOLD - COMMODITY EXCHANGE INC. ,1286.0,0.2088140884295378,-78128,-1.745298982591958,73047,1.5620703513336296,0.015089862520173919,0.028128645225795702,-0.022796352583586588,0.029704472139871596,0.30386868897161534
2013-10-08,370406,140207,57890,176330,266746,088691,GOLD - COMMODITY EXCHANGE INC. ,1324.199951171875,0.2440997176071662,-90416,-3.284235509192813,82317,2.477609307472117,0.027733391111231482,0.060263406311049636,0.029704472139871596,-0.03866481880365924,0.2982562267626402
2013-10-15,381727,139663,77730,188890,253714,088691,GOLD - COMMODITY EXCHANGE INC. ,1273.0,0.16981769694048365,-64824,6.909175337332549,61933,-5.503150596912577,0.05782143857714797,0.09376566862778471,-0.03866481880365924,0.05459544383346415,0.2907542596904261
2013-10-22,390369,147835,71170,183393,265541,088691,GOLD - COMMODITY EXCHANGE INC. ,1342.5,0.2104367918559107,-82148,-4.538321889727475,76665,3.8593025905948495,0.03858919128424223,0.06726787059656172,0.05459544383346415,0.0020111368133146623,0.2842007510669963
2013-10-29,387166,153409,53173,174866,281653,088691,GOLD - COMMODITY EXCHANGE INC. ,1345.199951171875,0.2758170913768254,-106787,-6.311720449113531,100236,6.0381331509418015,0.05397146668594297,0.11409996998770464,0.0020111368133146623,-0.02765384516961078,0.27922597574578284
2013-11-05,386796,149031,57895,178714,272614,088691,GOLD - COMMODITY EXCHANGE INC. ,1308.0,0.24276362733844198,-93900,3.3285464116167223,91136,-2.350413001141629,0.028553513187748156,0.04397707392981066,-0.02765384516961078,-0.02821102783949736,0.2740788564052679
2013-11-12,403840,144062,82710,190317,256102,088691,GOLD - COMMODITY EXCHANGE INC. ,1271.0999755859375,0.16289867274167988,-65785,7.268689438360272,61352,-7.7001830422238084,0.06297895026869377,0.13133896600991304,-0.02821102783949736,0.001809494825192548,0.26779096586851625
2013-11-19,397590,140853,92733,190106,241621,088691,GOLD - COMMODITY EXCHANGE INC. ,1273.4000244140625,0.12956814809225584,-51515,3.5335776545166406,48120,-3.276545166402536,0.03403076481202241,0.05664723057032527,0.001809494825192548,-0.025129573886041312,0.2613482928611805
2013-11-26,394432,133414,106859,196011,224247,088691,GOLD - COMMODITY EXCHANGE INC. ,1241.4000244140625,0.0715864838552653,-28236,5.855026534872607,26555,-5.423929173268945,0.05539216386124714,0.08975207368285242,-0.025129573886041312,-0.015869238645686234,0.25332228643124194
2013-12-03,386436,134546,111855,190092,212391,088691,GOLD - COMMODITY EXCHANGE INC. ,1221.699951171875,0.05770425115672453,-22299,1.50520241765374,22691,-0.9796365406457894,0.0441633559678297,0.024870028936570875,-0.015869238645686234,0.03331429554625687,0.2448571794381551
2013-12-10,377313,133866,107486,183319,212281,088691,GOLD - COMMODITY EXCHANGE INC. ,1262.4000244140625,0.07675855324359351,-28962,-1.7242182405365962,26380,0.9546212050637104,0.017398887765419615,0.02091965262355398,0.03331429554625687,-0.024714886437576578,0.23595468428559446
2013-12-17,385432,133068,107164,191045,218144,088691,GOLD - COMMODITY EXCHANGE INC. ,1231.199951171875,0.07030812179580315,-27099,0.4937545221076401,25904,-0.12615520801032565,0.03320959263323305,0.004662159912084985,-0.024714886437576578,-0.02119881142059432,0.2276742029142311
2013-12-24,384974,135390,108051,188511,215029,088691,GOLD - COMMODITY EXCHANGE INC. ,1205.0999755859375,0.06888257388810673,-26518,0.15073994894040973,27339,0.37230951244318067,0.013998612281310403,0.013181838720675645,-0.02119881142059432,-0.0026553408320493244,0.21946833015869968
2013-12-31,379550,137182,104959,182101,215122,088691,GOLD - COMMODITY EXCHANGE INC. ,1201.9000244140625,0.08700039520484784,-33021,-1.6892049852717326,32223,1.268657104116122,0.01637115675577698,0.02017006620109771,-0.0026553408320493244,0.02288043883966684,0.2122205571384329
2014-01-07,383021,139244,100357,179334,221218,088691,GOLD - COMMODITY EXCHANGE INC. ,1229.4000244140625,0.10935170656439203,-41884,-2.3351337109735213,38887,1.7557634040310897,0.022126964788591743,0.02781290562226368,0.02288043883966684,0.012851737794085993,0.2065461740127632
2014-01-14,415426,145857,101844,199650,244905,088691,GOLD - COMMODITY EXCHANGE INC. ,1245.199951171875,0.10893636893213232,-45255,-0.8801084013670268,44013,1.3383078212421773,0.09898212819561134,0.03270071578233435,0.012851737794085993,-0.002328864806829478,0.2006909477780179
