,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,HG_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2008-08-05,110205,15980,20299,61793,53972,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4570000171661377,-0.07096774193548387,7821,1.6621394386237227,-4319,-1.9189903357540143,0.05774629637627953,0.05752639267896028,-0.06149043875814186,-0.06421756464215933,-0.03482954835017303
2008-08-12,100371,13037,18479,60458,49423,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.234999895095825,-0.10994211475426169,11035,2.9163831042148725,-5442,-1.0190100267682956,0.05354883919876958,0.15112958497271228,-0.06421756464215933,0.06568782140907525,-0.03560684086534063
2008-08-19,94900,10449,19576,61326,45775,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.447499990463257,-0.16386722866174921,15551,4.499307568919309,-9127,-3.671379183230216,0.042165806108252955,0.12273105745212323,0.06568782140907525,0.008991993907549567,-0.03708383845032208
2008-08-26,87899,8940,19992,58168,40639,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.4784998893737797,-0.19942206395977202,17529,2.0842992623814545,-11052,-2.0284510010537407,0.08394142115437166,0.06653532420848887,0.008991993907549567,-0.044846889139504076,-0.03860621333953808
2008-09-02,77739,7720,19789,50753,32698,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.322499990463257,-0.23225150825197133,18055,0.5984140888974846,-12069,-1.1570097498265053,0.18401217480916945,0.05172852520993129,-0.044846889139504076,-0.0684725244562927,-0.04015949071990683
2008-09-09,76798,7093,20512,50926,32373,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.095000028610229,-0.24158181202635484,18553,0.6406051016864123,-13419,-1.7365800949330452,0.005978463126808245,0.048904184024633215,-0.0684725244562927,0.005815795573518523,-0.041775020472780554
2008-09-16,76698,8754,21151,48957,30401,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.11299991607666,-0.24193590445643953,18556,0.0039063517279095804,-12397,1.3307638219745306,0.04966102976385493,0.07691021568299615,0.005815795573518523,0.01734665618125275,-0.0436882866359561
2008-09-23,74489,9744,19643,45239,31085,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,3.1670000553131104,-0.1900146330330653,14154,-5.739393465279408,-9899,3.256929776526116,0.05767517425711441,0.08500357300847314,0.01734665618125275,-0.08809600220907943,-0.04477043460436747
2008-09-30,78214,5816,21985,52613,31464,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.888000011444092,-0.270399161275475,21149,9.390648283639196,-16169,-8.417350212783095,0.09221309038143606,0.22553145570303226,-0.08809600220907943,-0.11894040773869718,-0.04823350298755773
2008-10-07,80024,5643,24442,54999,31648,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.5445001125335693,-0.29179996001199643,23351,2.8153527501470323,-18799,-3.362569360983967,0.029660576823202188,0.08741897955791923,-0.11894040773869718,-0.05305569774466057,-0.05322913416890017
2008-10-14,80670,5881,24008,55655,33661,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.4094998836517334,-0.27264162637907524,21994,-1.695741277616715,-18127,0.8397480755773268,0.029882663800438893,0.02248318779484091,-0.05305569774466057,-0.16704707765301907,-0.0586655804252998
2008-10-21,83603,6259,23838,55475,34091,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.006999969482422,-0.25578029496549165,21384,-0.7561671005330358,-17579,0.6793107722821371,0.006810620101377755,0.018207794796823603,-0.16704707765301907,-0.08246134934226423,-0.06441292313240615
2008-10-28,79285,6663,22546,52215,33117,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.8415000438690183,-0.24087784574635807,19098,-2.734351638099111,-15883,2.0286353360525338,0.04961796278066845,0.05806429525146359,-0.08246134934226423,0.05946235608302719,-0.06930011207092578
2008-11-04,77976,5905,22063,51260,33069,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.950999975204468,-0.2332897301733867,18191,-1.143974270038469,-16158,-0.34684997162136594,0.011893891781000605,0.044372139588100684,0.05946235608302719,-0.15812400625827405,-0.07339235267393476
2008-11-11,77148,6327,21736,52034,34406,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6425000429153442,-0.22849587805257426,17628,-0.7220170308812968,-15409,0.9605519647070894,0.02442156409069875,0.026689947617859814,-0.15812400625827405,0.0076103063304884255,-0.07682354598168521
2008-11-18,80583,8073,24317,53020,34898,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6549999713897705,-0.2248861422384374,18122,0.6403276818582465,-16244,-1.082335251723959,0.01681111945221684,0.13359061438715653,0.0076103063304884255,-0.005438032561207673,-0.07986379695846434
2008-11-25,72372,7873,23970,47543,28416,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6460000276565552,-0.26428729342839774,19127,1.2471613119392428,-16097,0.1824206098060385,0.15744019800155348,0.017178029708256132,-0.005438032561207673,-0.04100850188181926,-0.08285883700053581
2008-12-02,70029,8653,26375,45679,25474,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5785000324249268,-0.2885233260506362,20205,1.4895263361521032,-17722,-2.2453435030122146,0.06754458701671047,0.09092725819344524,-0.04100850188181926,-0.09946155313577443,-0.08602096528681734
2008-12-09,69033,8130,25347,45436,25680,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4214999675750732,-0.2861819709414338,19756,-0.6411629467791915,-17217,0.7211298176469748,0.006313628438044884,0.0463303163365893,-0.09946155313577443,-0.04713324923690121,-0.08793643851971683
2008-12-16,71777,9531,27772,45198,26086,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.3545000553131104,-0.2662691391392786,19112,-0.9328871699042486,-18241,-1.4833485434502338,0.00903428539363672,0.10256547730745516,-0.04713324923690121,-0.035068300011353304,-0.08979581181894448
2008-12-30,74252,10070,29515,46881,25371,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.3070000410079956,-0.2896891666217745,21510,3.34090307480112,-19445,-1.6774175571561922,0.03318939268117146,0.057648099027409375,-0.035068300011353304,0.19816368447354238,-0.09255566186110684
2009-01-06,76356,9052,28741,45555,25192,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.565999984741211,-0.2666850018335167,20363,-1.5447395356354037,-19689,-0.32861067715347736,0.021272986840431395,0.04741618818299685,0.19816368447354238,-0.021392053931927335,-0.09471792103834983
2009-01-13,81996,7191,30297,55160,29143,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5325000286102295,-0.3172959656568613,26017,7.404788097857405,-23106,-4.475090366179475,0.16080092048918782,0.09114916773367478,-0.021392053931927335,-0.027732475223526176,-0.09845986021580948
2009-01-20,83617,7009,32318,58413,31481,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4900000095367432,-0.3220876137627516,26932,1.1159080930777112,-25309,-2.686716425191473,0.06219547467016709,0.056017494342309355,-0.027732475223526176,-0.013422805905036084,-0.1021637996982291
2009-01-27,84113,6592,32122,57878,30807,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4700000286102295,-0.32184085694244646,27071,0.16623413899087505,-25530,-0.26430032170491646,0.013632519591813722,0.01583406519605311,-0.013422805905036084,0.0306122151080499,-0.10552148303512497
2009-02-03,87299,7352,32590,58566,31267,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5149999856948853,-0.31270690385915073,27299,0.2710639259091936,-25238,0.34715204546265144,0.01277926819765565,0.030744579640478695,0.0306122151080499,0.03630367476998697,-0.10876577454070752
2009-02-10,83934,8874,33519,55953,30349,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5700000524520874,-0.3050492053279958,25604,-1.9416029965978994,-24645,0.6792746766858727,0.04091446316423721,0.05781614889250584,0.03630367476998697,-0.09522293465167164,-0.1123180294468715
2009-02-17,89405,7665,35092,58493,29651,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4205000400543213,-0.3225994071919915,28842,3.85779302785522,-27427,-3.3145090189911124,0.036735342167362496,0.0650653694131955,-0.09522293465167164,0.044702517233525585,-0.11781456561080553
2009-02-24,84903,7461,34955,58336,29251,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.4839999675750732,-0.34256740044521394,29085,0.2717968793691628,-27494,-0.07493988031989263,0.006359391233858906,0.008039419087136929,0.044702517233525585,0.07547169205058779,-0.12440527475850495
2009-03-03,80939,7303,32200,55677,28806,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.5959999561309814,-0.33199075847242987,26871,-2.607681707360164,-24897,3.058784730810454,0.03674111951516873,0.07374123484292332,0.07547169205058779,0.049185485327472245,-0.13172999494792503
2009-03-10,86966,12397,32473,54061,34896,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.6744999885559082,-0.22037347929075732,19165,-9.520750194590988,-20076,5.956337488726078,0.08662612273345549,0.11961221305995097,0.049185485327472245,0.025679297179897587,-0.1376938016791212
2009-03-17,92910,15727,34574,55539,38683,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7174999713897705,-0.18142288235927242,16856,-2.6550605983947753,-18847,1.4131959616401812,0.055878669525163974,0.10797002047673009,0.025679297179897587,0.04716155562468649,-0.14291522011810984
2009-03-24,95985,16058,34473,56980,41004,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.7984999418258667,-0.16644267333437515,15976,-0.9471531589710473,-18415,0.46496609622215046,0.038394023514043106,0.008549207417229027,0.04716155562468649,0.0225187912886875,-0.14741094361409093
2009-03-31,96572,15517,34042,57826,39771,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.83899998664856,-0.1869589529056041,18055,2.1659634317862166,-18525,-0.1146012397770485,0.021301884279229893,0.019612986541294217,0.0225187912886875,0.0826536545523493,-0.1519895526261183
2009-04-07,102332,18576,35974,59804,43189,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.991000056266785,-0.16236367900558965,16615,-1.4911154371867623,-17398,1.1670049289649174,0.052391910129814645,0.09149404216315307,0.0826536545523493,0.062280235944575324,-0.15648108027785548
2009-04-14,106758,17874,36735,59871,43215,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.115000009536743,-0.15601641094812566,16656,0.040065668608060045,-18861,-1.429660321307118,0.0009021593620860253,0.026790455785676355,0.062280235944575324,-0.0018912285974237442,-0.16078951959518084
2009-04-21,103736,18504,37984,60099,42743,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.111000061035156,-0.16730932366777204,17356,0.6556885666647932,-19480,-0.5798160325221529,0.006806557632095836,0.0332637020252089,-0.0018912285974237442,-0.09332071104075601,-0.16545530845348275
2009-04-28,106170,19980,37865,60749,44465,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,1.9140000343322756,-0.1533766600734671,16284,-1.0333924577774352,-17885,1.5375568751445978,0.02254452829471363,0.027573688304952892,-0.09332071104075601,0.08908047909926098,-0.16981411089955806
2009-05-05,104619,18992,37530,60581,43522,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.0845000743865967,-0.16305833548399432,17059,0.7299613826881417,-18538,-0.6150513327682019,0.01067212280145625,0.023406815045469022,0.08908047909926098,0.0026384454720316253,-0.1737806728625199
2009-05-12,108470,18403,37142,62694,46903,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.0899999141693115,-0.14557942288190284,15791,-1.2120169376499488,-18739,-0.19212571330255498,0.050129109373431756,0.017589341974975244,0.0026384454720316253,-0.009808586377400674,-0.17762619705538213
2009-05-19,105791,18384,37192,61846,46967,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.069499969482422,-0.14064523447174146,14879,-0.8407854706370425,-18808,-0.06361205863372361,0.008381351492928235,0.0012415431121347343,-0.009808586377400674,0.03769029708372429,-0.18091157815612127
2009-05-26,107631,19834,37546,62264,46791,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.1475000381469727,-0.14375969748492534,15473,0.5614844362942027,-17712,1.0360049531623674,0.005446792902663793,0.03143952596723597,0.03769029708372429,0.0693829693976018,-0.18449135897001986
2009-06-02,111357,21485,40139,63721,48281,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.296499967575073,-0.13865316055569027,15440,-0.030660311620258104,-18654,-0.8752125317055496,0.026312030142318886,0.06886927171231988,0.0693829693976018,0.026997621212723866,-0.18749299207986828
2009-06-09,109820,19790,38559,63095,48533,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.3585000038146973,-0.13259879803314514,14562,-0.7884551487558034,-18769,-0.10327146025844805,0.007865410112158239,0.056127782824041544,0.026997621212723866,-0.044943797508073424,-0.18950459928120278
2009-06-16,115321,21247,39711,65340,50378,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.252500057220459,-0.12974219786508961,14962,0.364232380258605,-18464,0.27772718994718626,0.035344544496102595,0.04279996062862955,-0.044943797508073424,-0.0259711653772835,-0.1914644598458574
2009-06-23,109536,18605,40340,64689,44088,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.194000005722046,-0.18807515337423314,20601,4.889829259198239,-21735,-2.836430485340918,0.06380944501135351,0.05549240817711426,-0.0259711653772835,0.029170415275393546,-0.19515765888435993
2009-06-30,104189,18029,38093,63587,41969,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.257999897003174,-0.20748831450537006,21618,0.928461875547765,-20064,1.5255258545135846,0.030514608359543748,0.05030112968176473,0.029170415275393546,-0.019486232223929978,-0.20012994106205095
2009-07-07,102426,17971,38932,63158,42374,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.21399998664856,-0.20291722804756604,20784,-0.8004683795794183,-20961,-0.8609354154469282,0.007902816207406285,0.015763667996414953,-0.019486232223929978,0.03432699894434621,-0.20535198290015472
2009-07-14,106268,17607,37744,65002,44505,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.289999961853028,-0.19288026499040162,20497,-0.2802022923866987,-20137,0.8044832366781872,0.036299049375838985,0.028039240483460102,0.03432699894434621,0.0670306037841295,-0.21025832184917326
2009-07-21,115991,23014,39074,66092,50853,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.44350004196167,-0.13138088299954306,15239,-4.9478676553619145,-16060,3.8365265178605035,0.06360254820642182,0.10850727998969205,0.0670306037841295,0.0292613307610603,-0.21316975848807765
2009-07-28,120479,25235,39810,66907,53509,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.515000104904175,-0.11120610230828609,13398,-1.5871921097326516,-14575,1.2802717452216121,0.02882507307998937,0.045460834806672304,0.0292613307610603,0.10894628946289453,-0.2150733695943522
2009-08-04,121925,27256,37910,65824,56904,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.7890000343322754,-0.07315972934180849,8920,-3.7168303189767515,-10654,3.254509084570755,0.03648719118701519,0.0601694134978363,0.10894628946289453,-0.019899616290562583,-0.21541031229854676
2009-08-11,117741,27433,37843,63915,55107,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.7335000038146973,-0.07480826559991846,8808,-0.09185974984621693,-10410,0.20012302645068689,0.031137100704071517,0.003737974140572339,-0.019899616290562583,0.00951162350535939,-0.2154841685228628
2009-08-18,116703,27431,28688,63530,63437,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.759500026702881,-0.0007968946813706588,93,-7.401839631054603,-1257,7.773842586694524,0.06863988280419321,0.16317111851601063,0.00951162350535939,0.03424535746889057,-0.21338522198299953
2009-08-25,118454,28889,30133,63016,61709,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.8540000915527344,-0.011033819035237308,1307,1.0402474657892256,-1244,0.011139388019159747,0.017975546201643617,0.04918504964250618,0.03424535746889057,-0.020147204671734364,-0.21044611795172047
2009-09-01,119527,28277,31825,63955,59880,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.796499967575073,-0.0340927154534122,4075,2.336772080301214,-3548,-1.9450588414067909,0.02235232365647838,0.03833483078766098,-0.020147204671734364,0.049347403198347184,-0.20726670740352124
2009-09-08,118148,27933,30181,64480,62699,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.934499979019165,-0.015074313572806988,1781,-1.9192316380399408,-2248,1.0876203702929046,0.026293649108736505,0.03420862442784871,0.049347403198347184,-0.036121978992028514,-0.20309022289046036
2009-09-15,117983,26436,28769,64171,63044,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.8285000324249268,-0.009552223625437563,1127,-0.5535430138470393,-2333,-0.07194366387920235,0.005140903195377904,0.052694502309573406,-0.036121978992028514,0.00848503770654907,-0.19862811542121195
2009-09-22,117248,24442,27979,65555,63972,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.852499961853028,-0.013501296397379913,1583,0.3864963596450336,-3537,-1.0204860022206588,0.01784956032333027,0.053108487056713914,0.00848503770654907,-0.04820334777301594,-0.194235142189307
2009-09-29,113874,22101,28382,66779,60165,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.7149999141693115,-0.058081739466427806,6614,4.2909047489082965,-6281,-2.3403384279475983,0.0396316486009579,0.0543549313630331,-0.04820334777301594,0.022283663672603593,-0.19169797115917933
2009-10-06,119080,24278,29049,68847,63672,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.775500059127808,-0.043458179375209946,5175,-1.2636773978256668,-4771,1.3260270123118534,0.042069439099298965,0.05333133309580513,0.022283663672603593,0.0037830855701483923,-0.18733372150725114
2009-10-13,121664,25357,27186,67991,67502,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.7860000133514404,-0.004019266175697002,489,-3.93516963385959,-1829,2.4706079946254618,0.03458481249953872,0.05599223493138953,0.0037830855701483923,0.04899493219319151,-0.18179947739501462
2009-10-20,133100,32948,31263,69666,73566,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.922499895095825,0.029301277235161533,-3900,-3.60747632824829,1685,2.8882824829037346,0.05403122207327971,0.18171341358957188,0.04899493219319151,0.022583481789184345,-0.17599288309474084
2009-10-27,138431,37835,28780,71119,80546,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.9885001182556152,0.06809890848148174,-9427,-4.15251690458302,9055,5.537190082644628,0.05560280882207497,0.11063574270059295,0.022583481789184345,-0.013552003489838316,-0.1697644368746067
2009-11-03,140662,38502,29440,70747,81608,085692,COPPER-GRADE #1 - COMMODITY EXCHANGE INC. ,2.947999954223633,0.07721346205798296,-10861,-1.035895139094567,9062,0.005056670832400257,0.00941222802008467,0.019531364987783698,-0.013552003489838316,0.05291727942722613,-0.16364729633990788
