,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2008-09-09,123156,35942,20932,75148,91614,083731,COFFEE C - ICE FUTURES U.S. ,136.0,0.1337003475267141,-16466,3.973629762494788,15010,-3.155460102428548,0.030288674877969803,0.07052431691106657,-0.03237284207017954,-0.04522054335650272,0.2192360511891798
2008-09-16,126229,33585,27906,79211,85321,083731,COFFEE C - ICE FUTURES U.S. ,129.85000610351562,0.04840409097750913,-6110,8.408847315599727,5679,-7.576569554061516,0.06294216322660637,0.15174578393586052,-0.04522054335650272,0.03889093227260165,0.21733139869073254
2008-09-23,123753,33343,30597,77314,80223,083731,COFFEE C - ICE FUTURES U.S. ,134.89999389648438,0.023506500852504587,-2909,2.535867352193236,2746,-2.323554809116764,0.044402267403847985,0.04587112918360963,0.03889093227260165,-0.03298737694278098,0.2149818645545976
2008-09-30,137031,32737,31146,89001,89860,083731,COFFEE C - ICE FUTURES U.S. ,130.4499969482422,0.006268654538024243,-859,1.6565254983717568,1591,-0.9333107076192093,0.11922107111108626,0.018079927367218196,-0.03298737694278098,-0.12456880322080344,0.2110975725373724
2008-10-07,138300,27789,36423,89075,79927,083731,COFFEE C - ICE FUTURES U.S. ,114.1999969482422,-0.06614605929139551,9148,7.302727120140698,-8634,-7.461815209697075,0.059212317013999836,0.15923814863265434,-0.12456880322080344,0.04159369638295862,0.205144161709693
2008-10-14,132198,25834,35452,87952,77754,083731,COFFEE C - ICE FUTURES U.S. ,118.9499969482422,-0.07714186296313107,10198,0.7592190889370932,-9618,-0.7114967462039046,0.01989064970489904,0.04774336716378945,0.04159369638295862,-0.039512375526056354,0.19864652605998237
2008-10-21,129213,26406,35598,85195,74985,083731,COFFEE C - ICE FUTURES U.S. ,114.25,-0.07901681719331646,10210,0.009077293151182319,-9192,0.3222439068669723,0.034498688974903234,0.011579898071092188,-0.039512375526056354,-0.05733044246615138,0.19200184021027422
2008-10-28,128577,27169,34795,81913,73487,083731,COFFEE C - ICE FUTURES U.S. ,107.6999969482422,-0.06553271580453736,8426,-1.3806660320555981,-7626,1.2119523577349027,0.03075933075933076,0.025272739009747594,-0.05733044246615138,0.08356546197791603,0.18503738608230333
2008-11-04,125623,27065,32819,81179,75589,083731,COFFEE C - ICE FUTURES U.S. ,116.6999969482422,-0.04449822086719789,5590,-2.2056821982158548,-5754,1.4559369094005927,0.018090426617677076,0.034733818716184625,0.08356546197791603,-0.03770346196697716,0.17857654583933763
2008-11-11,122993,26027,31654,82190,76263,083731,COFFEE C - ICE FUTURES U.S. ,112.3000030517578,-0.04818973437512704,5927,0.268262977321032,-5627,0.10109613685392006,0.010634068146390412,0.03819281912588201,-0.03770346196697716,-0.015138063503463917,0.1726668572376509
2008-11-18,111924,18360,27085,77446,67630,083731,COFFEE C - ICE FUTURES U.S. ,110.5999984741211,-0.0877023694649941,9816,3.161968567316839,-8725,-2.5188425357540676,0.09220684330971353,0.2692485421938607,-0.015138063503463917,0.017179037541519282,0.1663257303756721
2008-11-25,108048,18881,26667,73023,64611,083731,COFFEE C - ICE FUTURES U.S. ,112.5,-0.07785428698356286,8412,-1.2544226439369572,-7786,0.8389621528894606,0.05407094177310839,0.02061561429700536,0.017179037541519282,-0.020000000000000018,0.16015773907692107
2008-12-02,109380,18573,26840,73530,64352,083731,COFFEE C - ICE FUTURES U.S. ,110.25,-0.08390930700310843,9178,0.7089441729601659,-8267,-0.4451725159188509,0.005555474971352316,0.01059168079624777,-0.020000000000000018,-0.019954620845734294,0.15343825551694756
2008-12-09,114655,19029,30167,77513,64993,083731,COFFEE C - ICE FUTURES U.S. ,108.0500030517578,-0.10919715668745367,12520,3.0554031815688427,-11138,-2.6247942951179373,0.03244775658568762,0.07689649565005285,-0.019954620845734294,0.014345167779595824,0.14629716733831488
2008-12-16,119674,18273,28336,76989,66107,083731,COFFEE C - ICE FUTURES U.S. ,109.5999984741211,-0.09093036081354346,10882,-1.4286337272687628,-10063,0.937595394880293,0.011446860848661039,0.05550430174429831,0.014345167779595824,-0.01870433805569205,0.13905209385769485
2008-12-30,122856,19040,30699,78989,66958,083731,COFFEE C - ICE FUTURES U.S. ,107.5500030517578,-0.09792765514097805,12031,0.9601082941992414,-11659,-1.333623009174925,0.019534488547212344,0.06292848670057702,-0.01870433805569205,0.07949786313114893,0.13154446884553678
2009-01-06,127437,22457,29557,78073,70907,083731,COFFEE C - ICE FUTURES U.S. ,116.0999984741211,-0.05623170664720607,7166,-3.959920557400534,-7100,3.7108484730090514,0.032655389985232916,0.08764947898642673,0.07949786313114893,-0.011627893986768778,0.1246041091642178
2009-01-13,127162,26783,25680,70073,71427,083731,COFFEE C - ICE FUTURES U.S. ,114.75,0.010647835045060632,-1354,-6.685656442006639,1103,6.436906079082213,0.06021201413427562,0.15635781407849342,-0.011627893986768778,0.0013072028399032654,0.11942842251690106
2009-01-20,128222,27606,24448,69048,73762,083731,COFFEE C - ICE FUTURES U.S. ,114.9000015258789,0.0367643618099858,-4714,-2.6422987999559617,3158,1.6160488196159228,0.023527764162173517,0.03947823414146848,0.0013072028399032654,0.0609225405312408,0.1151118314736749
2009-01-27,134488,29767,21873,71509,81009,083731,COFFEE C - ICE FUTURES U.S. ,121.9000015258789,0.07063827255963358,-9500,-3.7325887913150626,7894,3.6935939230397277,0.06365150342910345,0.09171185127807902,0.0609225405312408,-0.021739142680128,0.11160122994301647
2009-02-03,137744,29790,20847,72931,82985,083731,COFFEE C - ICE FUTURES U.S. ,119.25,0.07299047508421419,-10054,-0.4119326631372316,8943,0.7799952412111117,0.021793786397803945,0.020716077176767975,-0.021739142680128,-0.02012579895915223,0.10825514103191665
2009-02-10,136959,29013,19379,73009,83339,083731,COFFEE C - ICE FUTURES U.S. ,116.8499984741211,0.0754240320095795,-10330,-0.2003717040306656,9634,0.5016552445115576,0.002763067004374856,0.0463919656141511,-0.02012579895915223,-0.05562687278459455,0.10409917905628929
2009-02-17,130901,28773,21778,72486,79829,083731,COFFEE C - ICE FUTURES U.S. ,110.3499984741211,0.05609582814493396,-7343,2.1809446622711905,6995,-1.926854022006586,0.02647802251912156,0.05220470416015509,-0.05562687278459455,0.007702750211822096,0.09893107021823239
2009-02-24,123023,29748,23463,65386,66425,083731,COFFEE C - ICE FUTURES U.S. ,111.1999969482422,0.00844557521764223,-1039,4.8158532020381815,6285,-0.5423946341128029,0.155556061330238,0.049989663791321345,0.007702750211822096,-0.0638489088936377,0.09304146602078253
2009-03-03,127510,28728,27997,69137,69186,083731,COFFEE C - ICE FUTURES U.S. ,104.0999984741211,0.00038428358560112935,-49,0.8047275712671614,731,-4.514602960422035,0.04707821548115643,0.09791097399735567,-0.0638489088936377,-0.002401537018870803,0.08687694286775988
2009-03-10,131281,29858,29368,72172,71907,083731,COFFEE C - ICE FUTURES U.S. ,103.8499984741211,-0.0020185708518368995,265,0.24625519567092777,490,-0.1890047839385146,0.03995030504098446,0.04222807550737852,-0.002401537018870803,0.05199808960251984,0.0806544599795296
2009-03-17,136670,28723,27642,77965,79499,083731,COFFEE C - ICE FUTURES U.S. ,109.25,0.011224116484963782,-1534,-1.3703430046998424,1081,0.45017938620211606,0.08500355636843977,0.05075844939235341,0.05199808960251984,0.06864988558352403,0.07538201672897946
2009-03-24,139628,29100,22542,77874,85498,083731,COFFEE C - ICE FUTURES U.S. ,116.75,0.05460222877932793,-7624,-4.455988878320041,6558,4.007463232604082,0.03727688955267733,0.10605708531815189,0.06864988558352403,-0.008565310492505307,0.07157883015004039
2009-03-31,142245,30464,21345,80064,90712,083731,COFFEE C - ICE FUTURES U.S. ,115.75,0.07485676122183557,-10648,-2.165754719683731,9119,1.8341593376686627,0.04335503817866679,0.04943156594414098,-0.008565310492505307,0.015118790496760237,0.06865573732970612
2009-04-07,142856,29740,18273,79749,92804,083731,COFFEE C - ICE FUTURES U.S. ,117.5,0.09138573108584869,-13055,-1.6921508664627931,11467,1.6506731343808219,0.013949337305059895,0.07906192072980235,0.015118790496760237,-0.017872327439328428,0.06652038467307396
2009-04-14,140059,28232,17379,81726,93307,083731,COFFEE C - ICE FUTURES U.S. ,115.4000015258789,0.0826865820832649,-11581,1.0318082544660359,10853,-0.42980343842750746,0.014168756748727383,0.0526627348665892,-0.017872327439328428,-0.027296373346862635,0.06425402743181205
2009-04-21,127578,29647,21861,71216,78379,083731,COFFEE C - ICE FUTURES U.S. ,112.25,0.05614604398877549,-7163,3.154384937776223,7786,-2.1897914450338787,0.17004579030047795,0.11448706996971345,-0.027296373346862635,0.03073493940527583,0.06181391882085177
2009-04-28,123772,29659,20219,68556,77498,083731,COFFEE C - ICE FUTURES U.S. ,115.6999969482422,0.07224574217108877,-8942,-1.3944410478295632,9440,1.2964617724059007,0.024244457529406932,0.03316091262680942,0.03073493940527583,0.06871222806680888,0.059421399406756024
2009-05-05,127805,31891,17425,67540,83250,083731,COFFEE C - ICE FUTURES U.S. ,123.6500015258789,0.12292163843355111,-15710,-5.468118799082183,14466,4.060692240571373,0.044883612971682474,0.10191418606537432,0.06871222806680888,0.03639298273412206,0.058085276916351875
2009-05-12,133300,33345,13053,68561,91214,083731,COFFEE C - ICE FUTURES U.S. ,128.14999389648438,0.16993998499624907,-22653,-5.43249481632174,20292,4.5585071006611635,0.05623533093412612,0.12556575714470453,0.03639298273412206,0.03238399807202241,0.05791059589369588
2009-05-19,137013,36975,12360,66279,93959,083731,COFFEE C - ICE FUTURES U.S. ,132.3000030517578,0.20202462540050944,-27680,-3.7711927981995497,24615,3.2430607651912977,0.03137208402501279,0.08762541806020067,0.03238399807202241,0.031368055939203776,0.058286853095597634
2009-05-26,141549,40792,12324,66992,97903,083731,COFFEE C - ICE FUTURES U.S. ,136.4499969482422,0.21837667521494322,-30911,-2.358170392590484,28468,2.812141913541051,0.02824221474271506,0.07253934784245801,0.031368055939203776,0.04067426292331122,0.058750325202342475
2009-06-02,144634,45428,11748,66722,103392,083731,COFFEE C - ICE FUTURES U.S. ,142.0,0.2535365128531327,-36670,-4.0685557651414,33680,3.6821171467124456,0.03385376864925873,0.09115712886525815,0.04067426292331122,-0.07640849368672975,0.06030905458096428
2009-06-09,136437,41657,9244,65398,100057,083731,COFFEE C - ICE FUTURES U.S. ,131.14999389648438,0.25402933221926605,-34659,1.3904061285728113,32413,-0.8760042590262317,0.028158713849687225,0.12327852105066699,-0.07640849368672975,-0.06671744397877566,0.06241947182968137
2009-06-16,126171,31488,9112,68889,93089,083731,COFFEE C - ICE FUTURES U.S. ,122.4000015258789,0.1918031877372772,-24200,7.665809128022458,22376,-7.356508864897352,0.06457049722801862,0.2537192118226601,-0.06671744397877566,-0.051062090866711096,0.06349360916385426
2009-06-23,112453,27132,10534,64190,80884,083731,COFFEE C - ICE FUTURES U.S. ,116.1500015258789,0.14845313153050607,-16694,5.949069120479349,16598,-4.579499251016478,0.11651984504459793,0.15340094514947167,-0.051062090866711096,0.009901003106079775,0.06322303991181724
2009-06-30,111402,27620,13872,63293,77651,083731,COFFEE C - ICE FUTURES U.S. ,117.3000030517578,0.12888458016911725,-14358,2.0773122993606217,13748,-2.534392146052128,0.029302417981609718,0.09221054661139497,0.009901003106079775,-0.028133017612128275,0.0617681130805248
2009-07-07,111378,27159,15413,62577,74271,083731,COFFEE C - ICE FUTURES U.S. ,114.0,0.10499380488067661,-11694,2.391339473259008,11746,-1.797095204753954,0.02993101835613235,0.04702621441322935,-0.028133017612128275,-0.009649109422114832,0.05964144443028149
2009-07-14,107649,23539,16963,63456,70434,083731,COFFEE C - ICE FUTURES U.S. ,112.9000015258789,0.06482178190229357,-6978,4.234229381026774,6576,-4.641850275637918,0.035222944207931886,0.1276480173818577,-0.009649109422114832,0.062444599885566054,0.057149968904766715
2009-07-21,107678,24224,17039,61933,70621,083731,COFFEE C - ICE FUTURES U.S. ,119.9499969482422,0.08068500529356043,-8688,-1.5884959451550873,7185,0.5657275032745311,0.012900402854685638,0.01844267261226765,0.062444599885566054,0.02375995144664622,0.05473094737671301
2009-07-28,105603,23964,15700,60118,69758,083731,COFFEE C - ICE FUTURES U.S. ,122.8000030517578,0.09128528545590561,-9640,-0.884117461319861,8264,1.00206170248333,0.020619667991006806,0.04031363453005244,0.02375995144664622,0.08306186233515889,0.05304681693818454
2009-08-04,103833,25737,11001,56609,73866,083731,COFFEE C - ICE FUTURES U.S. ,133.0,0.16619957046411063,-17257,-7.2128632709298035,14736,6.1286137704421275,0.05837899980839241,0.1761663672491698,0.08306186233515889,0.029323262379581827,0.053730092011666855
2009-08-11,106270,30695,9043,54707,78842,083731,COFFEE C - ICE FUTURES U.S. ,136.89999389648438,0.22711019102286628,-24135,-6.624098311712076,21652,6.660695539953579,0.05150169600670915,0.17403996174945896,0.029323262379581827,-0.08875087244833246,0.05576585414417652
2009-08-18,102590,28341,5405,56579,80903,083731,COFFEE C - ICE FUTURES U.S. ,124.75,0.23709913246905157,-24324,-0.17784887550578715,22936,1.2082431542297922,0.028607381329919555,0.17756178510045634,-0.08875087244833246,-0.03767532623841441,0.05803945879586787
2009-08-25,93025,23887,8090,52968,69314,083731,COFFEE C - ICE FUTURES U.S. ,120.0500030517578,0.17571620532115023,-16346,7.776586411930987,15797,-6.958767911102447,0.12430284097414174,0.22325421396628828,-0.03767532623841441,-0.0070804338351339036,0.06043635528508427
2009-09-01,94776,22962,12754,55463,65622,083731,COFFEE C - ICE FUTURES U.S. ,119.1999969482422,0.10718958386089306,-10159,6.650900295619457,10208,-6.0080623488309595,0.051096337283726305,0.15648448874454027,-0.0070804338351339036,0.031879221049039064,0.0598935663608136
2009-09-08,96145,23456,15586,56874,65321,083731,COFFEE C - ICE FUTURES U.S. ,123.0,0.08785688283322066,-8447,1.8063644804591878,7870,-2.4668692495990547,0.014010393223945334,0.08519030787357205,0.031879221049039064,0.08617891141069611,0.05832784136802693
2009-09-15,96285,26109,13200,56593,70736,083731,COFFEE C - ICE FUTURES U.S. ,133.60000610351562,0.14688684634159008,-14143,-5.924385043423995,12909,5.241042175880181,0.044734506671693014,0.1281894731486428,0.08617891141069611,0.033308358869342136,0.05858142788369762
2009-09-22,103574,29875,9174,57132,79461,083731,COFFEE C - ICE FUTURES U.S. ,138.0500030517578,0.21558499237260317,-22329,-8.501843485485798,20701,8.092641636807395,0.06782192352463157,0.19954416246254705,0.033308358869342136,-0.0909091110056155,0.06179644521821866
2009-09-29,98940,27335,7733,56408,77819,083731,COFFEE C - ICE FUTURES U.S. ,125.5,0.2164038811400849,-21411,0.8863228223299284,19602,-1.061077104292583,0.017626855997675578,0.11352229953233717,-0.0909091110056155,0.06454188130291327,0.06550601022374905
2009-10-06,101848,28283,8993,56382,78375,083731,COFFEE C - ICE FUTURES U.S. ,133.60000610351562,0.21593943916424477,-21993,-0.5882352941176471,19290,-0.31534263189812006,0.004318885104298849,0.059233823371606396,0.06454188130291327,0.03630232502361341,0.0695381406973302
2009-10-13,110478,35558,9272,54823,83178,083731,COFFEE C - ICE FUTURES U.S. ,138.4499969482422,0.2566574340592697,-28355,-6.246563506401697,26286,6.869059775351505,0.046101115209310074,0.1685032344412224,0.03630232502361341,0.024196505434145976,0.075745900184843
2009-10-20,122452,44265,10881,54858,91907,083731,COFFEE C - ICE FUTURES U.S. ,141.8000030517578,0.3025593702022017,-37049,-7.869440069516102,33384,6.424808559170152,0.05971450959016114,0.18706705835418708,0.024196505434145976,-0.038434392319814714,0.08304784697648401
2009-10-27,122873,43835,10317,56429,93017,083731,COFFEE C - ICE FUTURES U.S. ,136.35000610351562,0.29777086910875455,-36588,0.37647404697350795,33518,0.10943063404436024,0.017939590219878752,0.018355739400206825,-0.038434392319814714,0.03483681545561379,0.09029376402075462
2009-11-03,125359,43005,9084,57380,94395,083731,COFFEE C - ICE FUTURES U.S. ,141.10000610351562,0.29527197887666623,-37015,-0.34751328607586696,33921,0.3279809233924459,0.015345083182342283,0.039605290944345256,0.03483681545561379,-0.037916412984353,0.09723231584154698
2009-11-17,113767,31304,7393,64696,90648,083731,COFFEE C - ICE FUTURES U.S. ,135.75,0.2281153585837721,-25952,8.825054443637873,23911,-7.985066887897957,0.07121613966422907,0.34607333901852855,-0.037916412984353,0.0022099672321016506,0.10247488467714258
2009-11-24,107505,30221,7580,60121,84997,083731,COFFEE C - ICE FUTURES U.S. ,136.0500030517578,0.23139388865634156,-24876,0.9457927166928899,22641,-1.1163166823419797,0.0704667925412423,0.03359699478849766,0.0022099672321016506,0.047409017299238077,0.10785149281236313
2009-12-01,112189,35189,8669,58937,88574,083731,COFFEE C - ICE FUTURES U.S. ,142.5,0.26417028407419624,-29637,-4.428631226454584,26520,3.608204269568857,0.032275559110845974,0.13810479274020704,0.047409017299238077,0.00807013260690792,0.1146182746111937
2009-12-08,120127,40108,9079,59353,93694,083731,COFFEE C - ICE FUTURES U.S. ,143.64999389648438,0.2858724516553314,-34341,-4.192924440007487,31029,4.019110607991871,0.036171894908100126,0.10834163498485372,0.00807013260690792,0.024712866011786794,0.12161301958501859
2009-12-15,127695,45676,8875,60015,100820,083731,COFFEE C - ICE FUTURES U.S. ,147.1999969482422,0.3195504914053017,-40805,-5.380971804839878,36801,4.804914798504916,0.048422296142008894,0.10580924272698942,0.024712866011786794,-0.03226902240813345,0.1293718618621034
2009-12-22,130027,45380,9390,61614,101617,083731,COFFEE C - ICE FUTURES U.S. ,142.4499969482422,0.3076514877679251,-40003,0.6280590469478052,35990,-0.6351070911155487,0.014678584337533924,0.01480737630089465,-0.03226902240813345,-0.042821979469349736,0.13738818194778377
2009-12-29,124939,38824,8204,62853,96970,083731,COFFEE C - ICE FUTURES U.S. ,136.35000610351562,0.27306925779780533,-34117,4.526752136094811,30620,-4.1299114799234005,0.036828241241873824,0.16462532959088202,-0.042821979469349736,0.034103364050854124,0.14438817461338663
