,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2008-08-05,98655,25514,10663,42075,45665,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,806.5,0.036389437940297,-3590,-1.1496567137133307,14851,2.4191112811323414,0.12135855937998632,0.06642341819388009,-0.022424242424242458,0.025418474891506504,0.17297195822238495
2008-08-12,96705,25527,9168,42472,48052,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,827.0,0.0577012563983248,-5580,-2.0171304039328977,16359,1.5285591201662359,0.030754275109363263,0.04346447614930105,0.025418474891506504,0.06469165659008458,0.1683797026950865
2008-08-19,100429,27382,6313,44218,55134,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,880.5,0.10869370400979797,-10916,-5.517811902176724,21069,4.870482394912362,0.08885578548997504,0.13978335064549635,0.06469165659008458,-0.016751845542305466,0.1648734854086193
2008-08-26,97654,27594,5258,43916,56931,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,865.75,0.1332766706944928,-13015,-2.090033755190234,22336,1.2615877883878164,0.02081370789413666,0.03856690612443687,-0.016751845542305466,-0.08431995379728563,0.16176302830385397
2008-09-02,93034,24275,6710,41375,50150,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,792.75,0.09432035599888212,-8775,4.341860036455239,17565,-4.885616564605648,0.10185195301830101,0.15397773116023883,-0.08431995379728563,-0.04888047934405548,0.15793658015263293
2008-09-09,89909,22722,7370,42125,50668,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,754.0,0.09501829627734709,-8543,0.24937119762667412,15352,-2.378700260119956,0.013664823855247702,0.07354114050245912,-0.04888047934405548,-0.025862068965517238,0.1540979550390518
2008-09-16,93414,22116,9540,43838,48491,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,734.5,0.04981052090693044,-4653,4.32659689241344,12576,-3.08756631705391,0.042131941210237306,0.0876926964872378,-0.025862068965517238,0.06398910823689574,0.14947598492494257
2008-09-23,92404,22672,10757,41838,47858,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,781.5,0.06514869486169429,-6020,-1.4633780803733916,11915,-0.7076027147964973,0.029354709240099894,0.05303778156690299,0.06398910823689574,-0.08893154190658992,0.14558882545353902
2008-09-30,89221,21416,11794,43049,46149,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,712.0,0.03474518330886226,-3100,3.1600363620622485,9622,-2.481494307605731,0.032736160003587526,0.0690454682324601,-0.08893154190658992,-0.1095505617977528,0.1412636707687826
2008-10-07,89776,21127,11345,42329,43698,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,634.0,0.01524906433790768,-1369,1.9401262034722768,9782,0.17932997836832135,0.036860520534250873,0.022727272727272728,-0.1095505617977528,-0.03312302839116721,0.13696370397322977
2008-10-14,89517,19413,11472,43984,42455,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,613.0,-0.017080554531541496,1529,3.228034218499376,7941,-2.050659418998396,0.033526533162114326,0.05960822405698559,-0.03312302839116721,-0.05057096247960846,0.13228936900405003
2008-10-21,88815,19645,11911,43712,43944,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,582.0,0.002612171367449192,-232,-1.9672241026844062,7734,-0.23124099333087572,0.02008989686958109,0.021263785017112433,-0.05057096247960846,-0.04939862542955331,0.12836071495380658
2008-10-28,89271,20751,11904,42648,44034,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,553.25,0.015525758645024701,-1386,-1.299330068119124,8847,1.253166694815065,0.013313029233289494,0.03408360128617363,-0.04939862542955331,0.10076818798011744,0.12471563088877846
2008-11-04,88840,20684,11081,42116,44277,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,609.0,0.024324628545700135,-2161,-0.8681430699779323,9603,0.8468595624558928,0.008970634194900049,0.02801825909019361,0.10076818798011744,-0.06239737274220036,0.12156682854477502
2008-11-11,93164,21250,11172,41010,43928,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,571.0,0.03132111115881671,-2918,-0.8520936515083295,10078,0.5346690679873931,0.01713014198591914,0.02026401825920671,-0.06239737274220036,-0.017513134851138368,0.11866951335574377
2008-11-18,91565,19898,9781,40986,44952,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,561.0,0.04331349314694479,-3966,-1.1248980292816968,10117,0.04186166330342193,0.012194838139123554,0.09242225142356549,-0.017513134851138368,0.002228163992869847,0.11607193599183604
2008-11-25,79802,18656,10002,38434,41220,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,562.25,0.03491140572917972,-2786,1.288702014962049,8654,-1.597772074482608,0.07889120445928641,0.05105031753786028,0.002228163992869847,-0.04401956425077813,0.11347782771034187
2008-12-02,78001,18914,10302,37630,40307,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,537.5,0.03432007281957924,-2677,0.1365880554372071,8612,-0.052630259893235755,0.0220306144706622,0.019099123767798466,-0.04401956425077813,-0.06976744186046513,0.11083091370736663
2008-12-09,77752,18070,9245,38119,40453,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,500.0,0.030018520423911926,-2334,0.4397379520775375,8825,0.27307342213561364,0.008081759405386142,0.0695954603697602,-0.06976744186046513,0.1299999999999999,0.10791094901509009
2008-12-16,80720,19582,9248,39388,43801,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,565.0,0.054670465807730426,-4413,-2.6738862022841854,10334,1.9407860891038173,0.05550012621861063,0.05254942767950052,0.1299999999999999,0.10044247787610616,0.10482672324308631
2008-12-30,82853,21167,8058,38300,46583,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,621.75,0.09997223999130991,-8283,-4.794350842418236,13109,3.4378097125867195,0.04559216804307105,0.0949529512403764,0.10044247787610616,0.07760353839967826,0.10212713954222125
2009-01-06,84127,22068,7970,37779,47130,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,670.0,0.11115337525408014,-9351,-1.2890299687398163,14098,1.1936803736738562,0.012578171925237608,0.032924961715160794,0.07760353839967826,-0.10895522388059697,0.10014585432028658
2009-01-13,80730,21288,8075,34825,43669,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,597.0,0.10955035302861389,-8844,0.6026602636490069,13213,-1.051980933588503,0.08172599179555125,0.03013997207369819,-0.10895522388059697,-0.028894472361809087,0.09862407660199385
2009-01-20,80015,20462,9006,35144,41402,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,579.75,0.07821033556208211,-6258,3.2032701597918987,11456,-2.1763904372600025,0.03378360724270373,0.059623998914076284,-0.028894472361809087,0.060802069857697205,0.09648608740808291
2009-01-27,79084,22104,8883,33183,40851,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,615.0,0.09696019422386323,-7668,-1.7621695932012749,13221,2.205836405673936,0.03393035632277062,0.05695937005841159,0.060802069857697205,-0.05528455284552847,0.09447103180263768
2009-02-03,78111,22247,9854,32497,39987,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,581.0,0.09588918334165482,-7490,0.22507713317485206,12393,-1.046988012745941,0.02138402957894156,0.03470296875486745,-0.05528455284552847,0.013769363166953541,0.09250399970081286
2009-02-10,81745,23723,11393,33097,40031,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,589.0,0.08482475992415438,-6934,0.7118075559140198,12330,-0.08065445327802742,0.008806476315501586,0.08585829821164141,0.013769363166953541,-0.06494057724957558,0.09024227774701893
2009-02-17,83239,23007,14611,36712,38819,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,550.75,0.025312653924242243,-2107,5.9049483148816435,8396,-4.812526760046485,0.06390753465464512,0.10457759583178265,-0.06494057724957558,0.00453926463912846,0.08629136320432215
2009-02-24,79029,21759,13890,34768,37323,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,553.25,0.03232990421237773,-2555,-0.5382092528742537,7869,-0.6331166880909189,0.047717468199914,0.055232965861595,0.00453926463912846,-0.026208766380478976,0.08273874100863386
2009-03-03,77606,21589,15066,34424,34876,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,538.75,0.005824291936190501,-452,2.6610484758759445,6523,-1.7031722532235,0.040274170274170275,0.036720774791979265,-0.026208766380478976,0.07703016241299299,0.07829178928975937
2009-03-10,76335,22367,14552,31745,33811,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,580.25,0.027064911246479334,-2066,-2.0797361028786434,7815,1.664819730433214,0.057111477210323995,0.03499553075652103,0.07703016241299299,0.04308487720810006,0.07454483848580096
2009-03-17,79201,25038,12471,31093,37668,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,605.25,0.083016628577922,-6575,-5.906857928866182,12567,6.2251915897032815,0.06557496255144632,0.12668959449732065,0.04308487720810006,-0.028500619578686548,0.07198141471456061
2009-03-24,80905,26517,11440,31839,40808,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,588.0,0.11085841418948149,-8969,-3.0226891074607645,15077,3.1691519046476686,0.0534915412886974,0.06612746002054957,-0.028500619578686548,-0.0250850340136054,0.07006003810545265
2009-03-31,83519,25178,13777,33195,39184,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,573.25,0.07170823405452652,-5989,3.683332303318707,11401,-4.543600519127371,0.04117216319650727,0.09436529328712617,-0.0250850340136054,0.02921936327954655,0.06750344819519198
2009-04-07,80418,23911,8316,32159,42737,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,590.0,0.1315377154368425,-10578,-5.494558124498617,15595,5.021611848800871,0.06127162999359111,0.2087690445899401,0.02921936327954655,-0.04322033898305089,0.06703658978626671
2009-04-14,81691,23833,9076,33431,42647,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,564.5,0.11281536521771064,-9216,1.693650675221965,14757,-1.042055261259917,0.01790267882962223,0.02546415874077,-0.04322033898305089,-0.0022143489813994943,0.06619268909856366
2009-04-21,80820,23732,12146,33383,38487,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,563.25,0.0631526849789656,-5104,5.033602232804103,11586,-3.8817005545286505,0.05855016001113121,0.08838285300183957,-0.0022143489813994943,0.0031069684864624136,0.06464315667030043
2009-04-28,77499,23461,11791,31283,35899,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,565.0,0.05956205886527568,-4616,0.6038109378866617,11670,0.10393466963622866,0.06978059599297431,0.01775785771020084,0.0031069684864624136,0.049115044247787676,0.06323202177030188
2009-05-05,75335,23967,8797,27269,36506,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,592.75,0.12261233158558439,-9237,-5.962657582678486,15170,4.516187305642654,0.07245785966287731,0.10682456354535466,0.049115044247787676,0.06959088991986495,0.06340658984910445
2009-05-12,77488,24518,5032,27795,42950,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,634.0,0.19557867024571546,-15155,-7.855578416406717,19486,5.729076790336498,0.09852286380662945,0.1460575296108291,0.06959088991986495,0.013801261829653022,0.06505880019508478
2009-05-19,76598,25488,4808,28524,44155,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,642.75,0.2040653802971357,-15631,-0.614288664051208,20680,1.5408837497418955,0.026610162495356294,0.039411143385265385,0.013801261829653022,0.03033838973162184,0.06706584052954143
2009-05-26,79895,26698,5365,28927,45968,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,662.25,0.21329244633581576,-17041,-1.8407791326144285,21333,0.8525026763100864,0.029588089992656386,0.05511025169198141,0.03033838973162184,0.0856927142317856,0.06965940636970176
2009-06-02,87022,29760,7451,31792,50676,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,719.0,0.21700259704442554,-18884,-2.306777645659929,22309,1.2216033544026534,0.09182955813163894,0.13834618795517453,0.0856927142317856,-0.07440890125173849,0.07219229316229919
2009-06-09,96659,27600,6942,35664,53931,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,665.5,0.18898395389979206,-18267,0.709016110868516,20658,-1.8972213922916044,0.07954684971259557,0.07726825314110358,-0.07440890125173849,-0.06386175807663408,0.07452647147328205
2009-06-16,98271,26243,7386,40031,54189,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,623.0,0.14407098737165594,-14158,4.251026805574235,18857,-1.863251223372888,0.04908724262364678,0.053554967438817686,-0.06386175807663408,-0.0304975922953451,0.07579570018180169
2009-06-23,91426,25056,8491,37882,49157,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,604.0,0.1233237809813401,-11275,2.933724089507586,16565,-2.332325915071588,0.0825032456714806,0.06832205562345366,-0.0304975922953451,-0.05670529801324509,0.0765145768484243
2009-06-30,86996,24374,9524,35856,43443,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,569.75,0.08721090624856315,-7587,4.033863452409599,14850,-1.8758340078314704,0.09760526614459199,0.05059295533659803,-0.05670529801324509,-0.06055287406757348,0.07691021883309598
2009-07-07,88721,23935,8213,38554,45695,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,535.25,0.08048827222416338,-7141,0.5126672490689227,15722,1.0023449353993286,0.05875440658049354,0.05443573472688814,-0.06055287406757348,0.028491359177954312,0.07711670737111365
2009-07-14,95578,26216,11959,40834,47127,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,550.5,0.06584151164493922,-6293,0.9558052772173442,14257,-1.651243786702134,0.042200520685303715,0.15787819253438115,0.028491359177954312,0.027702089009990827,0.07760217381335231
2009-07-21,95771,27905,11657,38714,48167,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,565.75,0.09870420064528929,-9453,-3.306200171587604,16248,2.0831153612756075,0.036371588724807495,0.05032607047166473,0.027702089009990827,-0.027839151568714082,0.07917874479516271
2009-07-28,97960,29202,12102,40498,49872,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,550.0,0.09569211923233974,-9374,0.08248843595660482,17100,0.8896221194307253,0.038607945114529155,0.042175092000774746,-0.027839151568714082,0.041818181818181754,0.08087586248990448
2009-08-04,100281,31669,11014,39879,53883,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,573.0,0.13964759027133755,-14004,-4.72641894650878,20655,3.6290322580645165,0.04938034598238092,0.08328842864840803,0.041818181818181754,-0.09773123909249559,0.08308746749694618
2009-08-11,99429,29085,13097,41642,50379,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,517.0,0.0878717476792485,-8737,5.252241202221756,15988,-4.653922477837277,0.05723693504743482,0.11063960931202883,-0.09773123909249559,-0.03578336557059958,0.08407751191500294
2009-08-18,102530,30807,15085,44347,54073,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,498.5,0.0948600409636204,-9726,-0.9946796206338191,15722,-0.26752758249605246,0.06501727291200976,0.08084197681513118,-0.03578336557059958,0.01253761283851551,0.08479210392587402
2009-08-25,104861,33123,17510,46309,55215,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,504.75,0.08493148072209877,-8906,0.7997659221691213,15613,-0.10631034819077344,0.030574051455813402,0.09363458613947426,0.01253761283851551,-0.0208023774145617,0.08433513809341828
2009-09-01,99440,32257,17627,44265,50653,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,494.25,0.06423974255832662,-6388,2.401274067575171,14630,-0.9374314568810139,0.06959691523209507,0.019705717264052604,-0.0208023774145617,-0.05918057663125953,0.08300750486003045
2009-09-08,102301,33039,18866,45056,51459,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,465.0,0.06258980850627072,-6403,-0.015084473049074818,14173,-0.4595736122284795,0.016546650779671553,0.038936518639822754,-0.05918057663125953,0.0370967741935484,0.08239730202363409
2009-09-15,111683,35821,21911,48201,55250,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,482.25,0.06311614122113482,-7049,-0.6314698781048084,13910,-0.25708448597765415,0.06704623444915951,0.10093189219150557,0.0370967741935484,-0.02903058579574913,0.08178379904178384
2009-09-22,116229,36777,24057,49679,57301,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,468.25,0.06557743764464978,-7622,-0.513059283865942,12720,-1.0655157902276982,0.03298747429426061,0.05099122201400533,-0.02903058579574913,0.0005339028296849069,0.08208700897904767
2009-09-29,122640,36396,25693,55880,60134,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,468.5,0.034686888454011744,-4254,2.8977277615741337,10703,-1.7353672491374785,0.07786991225196958,0.03248562547311118,0.0005339028296849069,0.014941302027748238,0.08150120500966916
2009-10-06,122556,39313,25961,53319,60815,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,475.5,0.06116387610561702,-7496,-2.643509458577952,13352,2.1599804305283756,0.02840520791350518,0.04879431320280663,0.014941302027748238,0.10410094637223977,0.08200925679422214
2009-10-13,126385,39863,23660,54759,64467,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,525.0,0.0768129129247933,-9708,-1.8048891935115374,16203,2.326283494892131,0.0427088051263986,0.0448813815468413,0.10410094637223977,0.0014285714285713347,0.08319317695935456
2009-10-20,124893,38958,19700,54927,66538,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,525.75,0.09296758024869288,-11611,-1.5057166594136961,19258,2.41721723305772,0.01843329354134936,0.08293838862559241,0.0014285714285713347,-0.02900618164526869,0.08530948724358985
2009-10-27,126295,38090,17717,57419,70754,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,510.5,0.1055861277168534,-13335,-1.380381606655297,20373,0.8927642061604733,0.052335515280129204,0.05108678122816134,-0.02900618164526869,0.0186092066601371,0.08728975563492453
2009-11-03,129986,36536,20153,60713,69749,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,520.0,0.06951517855769083,-9036,3.4039352310067694,16383,-3.15926996318144,0.0329521239901274,0.07038402511951172,0.0186092066601371,0.10384615384615392,0.0883280137101681
2009-11-17,138266,38231,16474,62321,77239,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,574.0,0.10789348068216337,-14918,-4.525102703368055,21757,4.134291385226101,0.06519059902550874,0.0982359930536514,0.10384615384615392,-0.07752613240418116,0.08993510702048471
2009-11-24,133440,36941,14745,63076,78065,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,529.5,0.11232763788968825,-14989,-0.05135029580663359,22196,0.3175039416776359,0.011201564393053755,0.058410401269202494,-0.07752613240418116,0.0514636449480641,0.09149292484223225
2009-12-01,134230,38878,14859,62508,79422,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,556.75,0.1260075988974149,-16914,-1.442595923261391,24019,1.3661570743405276,0.013563024025928275,0.038167370712916614,0.0514636449480641,-0.06511001347103729,0.09308319610666435
2009-12-08,135613,37774,16068,64135,78592,001612,WHEAT - KANSAS CITY BOARD OF TRADE ,520.5,0.1066048240212959,-14457,1.8304402890560976,21706,-1.7231617373165462,0.01721468257582658,0.04295902826789495,-0.06511001347103729,0.011527377521613813,0.09446191568920505
